track_name,track_artist,track_popularity,playlist_genre,energy,danceability,valence,acousticness,loudness,tempo,popularity_tier
For Life (feat. Nile Rodgers),"Kygo, Zak Abel, Nile Rodgers",70,electronic,0.791,0.571,0.585,0.0494,-5.935,122.085,high
Hold Me,Lavern,72,electronic,0.942,0.762,0.038,0.586,-6.432,120.0,high
Riptide,TWOPILOTS,71,electronic,0.836,0.729,0.288,0.156,-4.312,113.998,high
Give It To Me - Full Vocal Mix,Matt Sassari,80,electronic,0.869,0.874,0.726,0.00116,-5.996,126.027,high
I Only Smoke When I Drink,nimino,79,electronic,0.729,0.88,0.246,0.334,-6.378,127.028,high
It's Not Right But It's Okay,Mr. Belt & Wezol,77,electronic,0.86,0.755,0.618,0.0144,-4.811,128.004,high
Never Going Home Tonight (feat. Madison Love),"David Guetta, Alesso, Madison Love",77,electronic,0.813,0.513,0.355,0.28,-2.744,125.91,high
Belly Dancer,"Imanbek, BYOR",77,electronic,0.797,0.845,0.422,0.0582,-4.984,121.985,high
Ferrari,"James Hype, Miggy Dela Rosa",76,electronic,0.69,0.847,0.692,0.0127,-7.877,125.004,high
Thunder,"Gabry Ponte, LUM!X, Prezioso",75,electronic,0.896,0.67,0.403,0.0342,-4.673,101.216,high
(It Goes Like) Nanana - Edit,Peggy Gou,75,electronic,0.876,0.671,0.964,0.12,-5.681,129.998,high
Baianá,Bakermat,75,electronic,0.722,0.587,0.466,0.000754,-6.983,121.964,high
Supernova Love,"IVE, David Guetta",74,electronic,0.886,0.655,0.778,0.066,-5.227,120.032,high
Forever Young,"David Guetta, Alphaville, Ava Max",77,electronic,0.655,0.558,0.39,0.208,-5.476,129.89,high
Mwaki,"Zerb, Sofiya Nzau",74,electronic,0.637,0.847,0.0509,0.201,-8.751,120.033,high
Alibi (feat. Rudimental),"Ella Henderson, Rudimental",74,electronic,0.793,0.545,0.411,0.191,-3.615,87.024,high
Gatluak - Bakermat Remix,"Kronan, Nyaruach, Bakermat",73,electronic,0.647,0.581,0.257,0.0778,-7.335,117.737,high
21 Reasons (feat. Ella Henderson),"Nathan Dawe, Ella Henderson",73,electronic,0.785,0.621,0.779,0.0165,-4.499,123.96,high
K.O.,"LAVINIA, Ely Oaks",72,electronic,0.841,0.714,0.865,0.0622,-5.942,129.973,high
Move Your Body,"Öwnboss, Sevek",72,electronic,0.821,0.848,0.249,0.0169,-5.408,125.051,high
Around The World,"Niklas Dee, René Miller",72,electronic,0.855,0.605,0.302,0.473,-4.414,75.031,high
Where Did You Go? (feat. MNEK),"Jax Jones, MNEK",71,electronic,0.782,0.763,0.502,0.182,-4.541,127.034,high
Good Love,"Hannah Laing, RoRo",71,electronic,0.821,0.777,0.439,0.14,-4.963,140.039,high
Never Walk Alone,"BLOND:ISH, Stevie Appleton",71,electronic,0.594,0.853,0.83,0.052,-6.823,129.995,high
adore u,"Fred again.., Obongjayar",70,electronic,0.867,0.747,0.684,0.582,-7.311,124.015,high
Hold On Me,"Kygo, Sandro Cavazza",68,electronic,0.606,0.567,0.314,0.0801,-6.543,123.006,high
Makeba - Ian Asher Remix,"Jain, Ian Asher",69,electronic,0.937,0.651,0.666,0.236,-4.078,123.993,high
Tantalizing,"Tiësto, Soaky Siren",69,electronic,0.888,0.671,0.412,0.0022,-4.285,123.031,high
World Gone Wild (feat. Sam Martin),"Robin Schulz, CYRIL, Sam Martin",69,electronic,0.714,0.634,0.409,0.00882,-7.529,127.993,high
Whistle (feat. Calum Scott),"Jax Jones, Calum Scott",69,electronic,0.897,0.689,0.582,0.145,-4.487,124.025,high
Born To Love Ya,"Gabry Ponte, Sean Paul, NATTI NATASHA",69,electronic,0.863,0.652,0.805,0.0921,-4.853,130.02,high
Love Is The Only Thing,Lost Frequencies,68,electronic,0.688,0.608,0.214,0.0554,-8.597,127.938,high
2 Times,"Dimitri Vegas, Steve Aoki, Ann Lee, Sound Of Legend",68,electronic,0.951,0.772,0.4,0.0634,-3.375,74.973,high
Deep In Your Love,"Alok, Bebe Rexha",68,electronic,0.88,0.588,0.523,0.0243,-5.15,130.085,high
Happier (feat. Clementine Douglas),"The Blessed Madonna, Clementine Douglas",68,electronic,0.831,0.785,0.673,0.0038,-3.681,126.056,high
Honey Boy (feat. Nile Rodgers & Shenseea),"Purple Disco Machine, Benjamin Ingrosso, Nile Rodgers, Shenseea",68,electronic,0.8,0.724,0.925,0.0103,-5.468,119.984,high
Alone,Marshmello,68,electronic,0.953,0.631,0.422,0.0241,-3.739,141.99,high
El Listón De Tu Pelo,Los Ángeles Azules,71,latin,0.432,0.695,0.765,0.312,-8.195,81.109,high
17 Años,Los Ángeles Azules,68,latin,0.483,0.738,0.774,0.467,-9.097,90.941,high
Piensa En Mí,Grupo Mojado,73,latin,0.538,0.72,0.805,0.348,-8.874,80.096,high
Gata Only (Remix),"FloyyMenor, Ozuna, Anitta",73,latin,0.681,0.725,0.762,0.318,-5.277,99.998,high
ADIVINO,"Myke Towers, Bad Bunny",77,latin,0.854,0.786,0.522,0.169,-2.4,117.994,high
REINA,"Mora, SAIKO",71,latin,0.578,0.724,0.757,0.632,-7.117,167.985,high
HIBIKI,"Bad Bunny, Mora",70,latin,0.645,0.801,0.528,0.604,-5.605,119.935,high
MONACO,Bad Bunny,77,latin,0.621,0.787,0.13,0.15,-5.009,139.056,high
FINA,"Bad Bunny, Young Miko",73,latin,0.724,0.847,0.396,0.0869,-5.41,94.601,high
DILUVIO,Rauw Alejandro,81,latin,0.795,0.845,0.681,0.343,-3.502,94.969,high
QLONA,"KAROL G, Peso Pluma",83,latin,0.738,0.841,0.484,0.52,-7.455,169.918,high
WHERE SHE GOES,Bad Bunny,74,latin,0.8,0.652,0.234,0.143,-4.019,143.978,high
Coco Chanel,"Eladio Carrion, Bad Bunny",73,latin,0.706,0.863,0.686,0.143,-5.555,140.017,high
La Jumpa,"Arcángel, Bad Bunny",69,latin,0.703,0.713,0.576,0.298,-5.769,123.06,high
Me Porto Bonito,"Bad Bunny, Chencho Corleone",81,latin,0.712,0.911,0.425,0.0901,-5.105,92.005,high
Efecto,Bad Bunny,79,latin,0.475,0.801,0.234,0.141,-8.797,98.047,high
Tití Me Preguntó,Bad Bunny,79,latin,0.715,0.65,0.187,0.0993,-5.198,106.672,high
Tarot,"Bad Bunny, JHAYCO",76,latin,0.684,0.795,0.419,0.0225,-3.971,114.011,high
La Corriente,"Bad Bunny, Tony Dize",73,latin,0.786,0.663,0.579,0.229,-3.51,196.12,high
MEMORIAS,"Mora, JHAYCO",73,latin,0.707,0.771,0.317,0.389,-6.404,127.963,high
Pa' Que Retozen,Tego Calderón,78,latin,0.856,0.815,0.872,0.4,-3.825,91.995,high
Volví,"Aventura, Bad Bunny",74,latin,0.86,0.725,0.791,0.422,-3.726,175.896,high
Volando - Remix,"Mora, Bad Bunny, Sech",73,latin,0.688,0.659,0.632,0.207,-4.649,153.979,high
Yonaguni,Bad Bunny,75,latin,0.648,0.644,0.44,0.276,-4.601,179.951,high
TE MUDASTE,Bad Bunny,72,latin,0.637,0.811,0.471,0.234,-4.835,92.025,high
LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",74,latin,0.618,0.856,0.391,0.0303,-4.892,81.993,high
"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",69,latin,0.759,0.78,0.579,0.462,-3.292,91.952,high
DÁKITI,"Bad Bunny, JHAYCO",75,latin,0.573,0.731,0.145,0.401,-10.059,109.928,high
Hasta Que Dios Diga,"Anuel AA, Bad Bunny",74,latin,0.765,0.691,0.855,0.464,-4.727,174.021,high
Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",72,latin,0.829,0.607,0.685,0.0103,-4.074,96.172,high
La Difícil,Bad Bunny,70,latin,0.848,0.685,0.761,0.0861,-4.561,179.87,high
A Tu Merced,Bad Bunny,73,latin,0.791,0.86,0.887,0.169,-4.784,92.023,high
Si Veo a Tu Mamá,Bad Bunny,74,latin,0.603,0.9,0.824,0.402,-5.313,129.928,high
La Zona,Bad Bunny,68,latin,0.801,0.762,0.81,0.2,-3.661,93.992,high
Yo Perreo Sola,Bad Bunny,69,latin,0.758,0.86,0.453,0.021,-5.16,97.014,high
Fantasias,"Rauw Alejandro, Farruko",71,latin,0.703,0.879,0.788,0.143,-4.219,94.004,high
Velitas,"Darell, Brytiago",70,latin,0.596,0.819,0.622,0.225,-7.009,165.951,high
LA CANCIÓN,"J Balvin, Bad Bunny",82,latin,0.646,0.756,0.429,0.152,-5.795,176.088,high
QUE PRETENDES,"J Balvin, Bad Bunny",75,latin,0.791,0.639,0.933,0.0275,-4.443,92.603,high
Callaita,"Bad Bunny, Tainy",72,latin,0.624,0.61,0.244,0.6,-4.773,176.169,high
Con Altura,"ROSALÍA, J Balvin, El Guincho",69,latin,0.689,0.882,0.746,0.39,-4.027,97.963,high
Verte Ir,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",69,latin,0.647,0.857,0.553,0.391,-4.152,95.982,high
Mayores,"Becky G, Bad Bunny",70,latin,0.836,0.746,0.874,0.145,-4.336,96.993,high
512,"Mora, JHAYCO",74,latin,0.673,0.818,0.695,0.348,-7.542,87.961,high
Ay Vamos,J Balvin,72,latin,0.711,0.718,0.92,0.157,-5.746,173.916,high
Borro Cassette,Maluma,82,latin,0.701,0.73,0.785,0.132,-5.885,175.95,high
6:00 AM,"J Balvin, Farruko",69,latin,0.746,0.746,0.733,0.152,-5.046,175.965,high
Sensualidad,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",69,latin,0.681,0.807,0.676,0.423,-6.268,140.006,high
Sigue Bailandome,"Yannc, Darkiel, Eladio Carrion, Brray, Myke Towers",70,latin,0.69,0.799,0.682,0.282,-7.252,106.034,high
No Es Justo,"J Balvin, Zion & Lennox",69,latin,0.812,0.683,0.724,0.161,-4.493,87.864,high
Una Vez,"Bad Bunny, Mora",74,latin,0.598,0.55,0.543,0.132,-5.402,83.836,high
Una Locura,"Ozuna, J Balvin, Chencho Corleone",69,latin,0.761,0.714,0.906,0.139,-4.596,168.022,high
Bandido,"Myke Towers, Juhn",70,latin,0.617,0.713,0.682,0.122,-4.637,168.021,high
UN PESO,"J Balvin, Bad Bunny, Marciano Cantero",75,latin,0.675,0.627,0.961,0.125,-7.125,79.31,high
EL MAKINON,"KAROL G, Mariah Angeliq",70,latin,0.706,0.635,0.443,0.256,-3.224,88.863,high
Pepas,Farruko,76,latin,0.766,0.762,0.442,0.00776,-3.955,130.001,high
ALMAS GEMELAS,Myke Towers,69,latin,0.745,0.793,0.716,0.182,-4.579,94.979,high
Bichiyal,"Bad Bunny, Yaviah",70,latin,0.766,0.737,0.662,0.31,-4.242,93.956,high
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Tainy, Bad Bunny, Julieta Venegas",70,latin,0.703,0.639,0.138,0.0889,-6.33,169.888,high
MAMIII,"Becky G, KAROL G",69,latin,0.7,0.843,0.899,0.0934,-3.563,93.991,high
Desesperados,"Rauw Alejandro, Chencho Corleone",68,latin,0.694,0.869,0.511,0.356,-3.35,90.02,high
Te Felicito,"Shakira, Rauw Alejandro",70,latin,0.636,0.695,0.575,0.234,-4.654,174.14,high
Después de la Playa,Bad Bunny,71,latin,0.903,0.564,0.607,0.356,-3.221,78.293,high
Moscow Mule,Bad Bunny,79,latin,0.674,0.804,0.292,0.294,-5.453,99.968,high
Agosto,Bad Bunny,71,latin,0.584,0.849,0.724,0.0929,-8.195,115.018,high
Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",70,latin,0.673,0.655,0.342,0.473,-5.98,181.891,high
GATÚBELA,"KAROL G, Maldy",68,latin,0.858,0.627,0.342,0.263,-2.824,92.523,high
¿Qué Nos Pasó?,Anuel AA,71,latin,0.694,0.703,0.298,0.436,-4.808,95.0,high
Sexo Virtual,Rauw Alejandro,70,latin,0.739,0.704,0.425,0.328,-3.286,179.879,high
Nostálgico,"Rvssian, Rauw Alejandro, Chris Brown",70,latin,0.846,0.734,0.604,0.166,-3.425,98.026,high
La Bebe - Remix,"Yng Lvcas, Peso Pluma",79,latin,0.479,0.812,0.559,0.213,-5.678,169.922,high
QUEMA,"Ryan Castro, Peso Pluma, SOG",74,latin,0.892,0.791,0.916,0.0509,-2.58,97.008,high
LALA,Myke Towers,82,latin,0.737,0.708,0.607,0.0739,-4.045,91.986,high
Lollipop,Darell,71,latin,0.711,0.822,0.934,0.179,-4.943,102.984,high
Pa Ti Estoy,"Ozuna, Anuel AA, Chris Jedi",72,latin,0.812,0.785,0.903,0.147,-3.174,162.087,high
Corazón Roto - Remix,"Brray, JHAYCO, Ryan Castro",69,latin,0.794,0.843,0.796,0.226,-4.686,92.998,high
El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",68,latin,0.769,0.771,0.931,0.18,-3.504,167.969,high
BELLAKEO,"Peso Pluma, Anitta",75,latin,0.88,0.72,0.463,0.0562,-2.834,180.011,high
Si Se Da - Remix,"Myke Towers, Farruko, Arcángel, Sech, Zion",72,latin,0.672,0.817,0.774,0.441,-5.612,93.999,high
Nada,"Cazzu, Lyanno, Rauw Alejandro, Dalex",71,latin,0.543,0.898,0.359,0.343,-8.317,98.992,high
Santa,"Rvssian, Rauw Alejandro, Ayra Starr",79,latin,0.709,0.725,0.648,0.321,-5.017,99.993,high
Guay,"Ozuna, Bad Gyal",69,latin,0.766,0.88,0.594,0.0881,-2.906,96.037,high
HASTA ABAJO,"KEVIN ROLDAN, Bryant Myers, Lyanno",69,latin,0.671,0.714,0.641,0.292,-5.119,169.727,high
BBY BOO - REMIX,"iZaak, JHAYCO, Anuel AA",75,latin,0.617,0.703,0.486,0.215,-5.696,173.97,high
SI NO ES CONTIGO,Cris Mj,85,latin,0.626,0.763,0.78,0.0859,-5.637,100.02,high
Gata Only,"FloyyMenor, Cris Mj",87,latin,0.499,0.791,0.669,0.446,-8.472,99.986,high
ELOVRGA,"Alex Favela, Grupo Marca Registrada, Joaquin Medina",75,latin,0.476,0.793,0.578,0.132,-10.515,129.992,high
Porno,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",70,latin,0.71,0.535,0.523,0.428,-2.978,92.009,high
Que Se Cuide,"Luis R Conriquez, Joel De La P, Chimbala",71,latin,0.779,0.937,0.95,0.22,-3.539,128.028,high
Mejores Jordans,"Victor Mendivil, Oscar Maydon",83,latin,0.583,0.669,0.271,0.603,-8.949,115.221,high
APAGA EL CEL,"FloyyMenor, Lewis Somes",76,latin,0.496,0.696,0.476,0.273,-7.532,100.025,high
LUNA,"Feid, ATL Jacob",88,latin,0.86,0.774,0.446,0.131,-2.888,100.019,high
TU TA RICA,"FloyyMenor, Lewis Somes",76,latin,0.507,0.755,0.606,0.293,-6.76,99.994,high
Parado no Bailão,"MC L da Vinte, MC Gury",73,brazilian,0.599,0.828,0.478,0.381,-1.624,86.533,high
Se Voce Nao Quer Passa a Vez,"Mc Delux, DJ Guih Da ZO",70,brazilian,0.827,0.956,0.614,0.136,1.295,129.949,high
BRAZILIAN DANÇA PHONK,"6YNTHMANE, RXDXVIL",72,brazilian,0.99,0.748,0.386,0.303,-2.39,126.015,high
Faz um Vuk Vuk (Teto Espelhado),"MC Kevin o Chris, Dj Nk Da Serra, Mc Magrinho",72,brazilian,0.413,0.92,0.679,0.504,-7.901,130.078,high
Te Maceto Depois Do Baile,"DJ Zigão, DJ Lafon Do Md, Mc Rodrigo do CN, Mc Rf",69,brazilian,0.789,0.89,0.758,0.147,-1.826,130.053,high
MTG QUEM NÃO QUER SOU EU,"DJ TOPO, Seu Jorge, Mc Leozin, MC G15",77,brazilian,0.427,0.492,0.443,0.364,-6.37,80.492,high
Ela Joga na Hora,"Mc Pogba, DJ Guih Da ZO",78,brazilian,0.669,0.949,0.843,0.36,-3.922,130.05,high
THE BOX MEDLEY FUNK 2,"THE BOX, Mc Brinquedo, MC Cebezinho, MC Tuto, Mc Laranjinha, DJ Oreia",78,brazilian,0.687,0.778,0.839,0.578,-8.568,117.008,high
Louca Encubada,"Dj Samir, Rodricci, Launch13",71,brazilian,0.955,0.679,0.713,0.000737,-3.715,130.068,high
DANÇA PRA ME PROVOCAR,"DJ JOÃO PEREIRA, MC Koringa",68,brazilian,0.582,0.615,0.892,0.269,-0.93,84.917,high
Tá OK,"DENNIS, MC Kevin o Chris",71,brazilian,0.96,0.863,0.586,0.497,-1.458,130.118,high
WHINE IN BRAZIL FUNK,Ichiss,72,brazilian,0.907,0.863,0.304,0.0683,-5.077,117.054,high
TUMBÁTUM,"Tropa do Bruxo, SMU, Dj Vitin do Pc, MC JF, MC NAHARA",70,brazilian,0.59,0.711,0.702,0.26,-5.967,86.429,high
Onlar Anlamaz Halden,Semicenk,75,turkish,0.327,0.707,0.181,0.185,-17.176,90.025,high
Geçiyor Zaman,Semicenk,75,turkish,0.729,0.629,0.427,0.431,-5.235,98.022,high
Kader Sağ Olsun,Semicenk,70,turkish,0.656,0.685,0.556,0.702,-8.028,120.001,high
Küle Dönmüşsün,"Semicenk, Doğu Swag",72,turkish,0.606,0.831,0.883,0.684,-4.84,95.056,high
Önümüz Yaz,Simge,74,turkish,0.914,0.726,0.839,0.0758,-4.226,108.02,high
Kafamın İçi,"Ebru Yaşar, Siyam, Zeyd",68,turkish,0.724,0.536,0.587,0.748,-6.84,78.753,high
Lan,Zeynep Bastık,69,turkish,0.622,0.406,0.567,0.497,-7.647,204.028,high
Self Care,Mac Miller,73,hip-hop,0.538,0.52,0.177,0.367,-8.109,141.894,high
"I'm Good Luv, Enjoy.",Aaron May,75,hip-hop,0.586,0.891,0.954,0.0833,-4.665,130.012,high
Doomsday,"MF DOOM, Pebbles The Invisible Girl",72,hip-hop,0.84,0.856,0.792,0.0973,-7.736,95.416,high
"Darling, I (feat. Teezo Touchdown)","Tyler, The Creator, Teezo Touchdown",87,hip-hop,0.818,0.373,0.361,0.36,-3.19,97.571,high
Jukebox Joints (feat. Joe Fox & Kanye West),"A$AP Rocky, Joe Fox, Kanye West",72,hip-hop,0.803,0.284,0.553,0.302,-5.293,67.536,high
A Cold Sunday,Lil Yachty,72,hip-hop,0.86,0.575,0.834,0.298,-3.165,76.54,high
infinity (888) - feat. Joey Bada$$,"XXXTENTACION, Joey Bada$$",70,hip-hop,0.579,0.562,0.577,0.274,-6.788,84.143,high
MY EYES,Travis Scott,82,hip-hop,0.621,0.455,0.28,0.651,-7.694,119.043,high
Devil In A New Dress,"Kanye West, Rick Ross",76,hip-hop,0.76,0.435,0.206,0.0175,-4.935,80.082,high
Love Yourz,J. Cole,73,hip-hop,0.638,0.677,0.435,0.589,-8.631,82.81,high
Go Flex,Post Malone,72,hip-hop,0.498,0.665,0.127,0.23,-8.185,81.958,high
Champagne Shots,Sainté,68,hip-hop,0.441,0.942,0.925,0.493,-11.448,135.028,high
Rich Spirit,Kendrick Lamar,73,hip-hop,0.421,0.852,0.457,0.428,-9.153,95.977,high
I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),"A$AP Rocky, Imogen Heap, Clams Casino",84,hip-hop,0.652,0.47,0.104,0.0831,-9.629,141.981,high
Falling Down - Bonus Track,"Lil Peep, XXXTENTACION",84,hip-hop,0.574,0.669,0.273,0.0175,-6.442,120.013,high
Righteous Minds,Joey Bada$$,68,hip-hop,0.638,0.809,0.608,0.262,-5.646,94.893,high
Everybody Dies In Their Nightmares,XXXTENTACION,81,hip-hop,0.57,0.734,0.689,0.847,-7.066,129.953,high
It Was A Good Day,Ice Cube,78,hip-hop,0.744,0.798,0.794,0.33,-5.328,82.356,high
WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator, YoungBoy Never Broke Again, Ty Dolla $ign",73,hip-hop,0.653,0.493,0.852,0.269,-5.666,142.347,high
Weekend (feat. Miguel),"Mac Miller, Miguel",72,hip-hop,0.435,0.843,0.19,0.47,-8.442,120.058,high
a lot,21 Savage,77,hip-hop,0.636,0.837,0.274,0.0395,-7.643,145.972,high
Flashing Lights,"Kanye West, Dwele",83,hip-hop,0.628,0.639,0.43,0.0381,-7.578,90.482,high
Redbone,Childish Gambino,78,hip-hop,0.354,0.741,0.583,0.181,-10.603,160.037,high
Passionfruit,Drake,80,hip-hop,0.463,0.809,0.364,0.256,-11.377,111.98,high
Ocean Prime (feat. Boldy James),"The Alchemist, Boldy James",68,hip-hop,0.604,0.583,0.691,0.735,-8.437,49.305,high
Show Me,Joey Bada$$,68,hip-hop,0.646,0.599,0.638,0.222,-6.326,176.153,high
Revenge,XXXTENTACION,84,hip-hop,0.251,0.746,0.18,0.782,-16.169,139.999,high
Embarrassed (feat. Travis Scott),"Don Toliver, Travis Scott",69,hip-hop,0.506,0.848,0.593,0.376,-5.105,115.994,high
Homecoming,"Kanye West, Chris Martin",79,hip-hop,0.747,0.67,0.918,0.337,-7.059,86.918,high
Break from Toronto,PARTYNEXTDOOR,83,hip-hop,0.678,0.595,0.259,0.0199,-5.18,117.067,high
You Know How We Do It,Ice Cube,76,hip-hop,0.52,0.747,0.601,0.0977,-10.523,92.869,high
Fuck Love,"XXXTENTACION, Trippie Redd",84,hip-hop,0.533,0.797,0.329,0.0172,-9.74,131.036,high
DUCKWORTH.,Kendrick Lamar,72,hip-hop,0.731,0.552,0.632,0.0536,-6.873,174.516,high
Good Morning,Kanye West,70,hip-hop,0.631,0.48,0.515,0.0791,-5.488,84.166,high
Neighbors,J. Cole,68,hip-hop,0.283,0.898,0.469,0.319,-12.335,138.97,high
Teenage Fever,Drake,77,hip-hop,0.283,0.766,0.144,0.111,-10.33,97.04,high
Awolowo,Fido,71,ambient,0.385,0.619,0.294,0.129,-11.272,106.312,high
Holy Ghost,Omah Lay,70,ambient,0.415,0.823,0.488,0.471,-10.845,113.976,high
"Soweto (with Don Toliver, Rema & Tempoe)","Victony, Rema, Tempoe, Don Toliver",72,ambient,0.756,0.719,0.647,0.0541,-5.392,105.024,high
Rush,Ayra Starr,68,ambient,0.503,0.792,0.381,0.0369,-8.044,99.97,high
Free Mind,Tems,72,ambient,0.463,0.562,0.416,0.442,-7.478,125.15,high
Essence (feat. Tems),"Wizkid, Tems",70,ambient,0.707,0.849,0.602,0.0266,-6.002,104.027,high
In My Bed,"Rotimi, Wale",68,ambient,0.501,0.637,0.431,0.229,-6.148,103.993,high
Location (feat. Burna Boy),"Dave, Burna Boy",73,ambient,0.496,0.812,0.55,0.271,-5.969,109.979,high
Higher,Tems,72,ambient,0.581,0.609,0.528,0.509,-10.854,102.964,high
KU LO SA - A COLORS SHOW,Oxlade,70,ambient,0.655,0.649,0.793,0.307,-5.534,92.9,high
Replay,Tems,71,ambient,0.549,0.613,0.78,0.097,-8.187,123.879,high
Touches,Somnum Magnam,72,ambient,0.00161,0.138,0.155,0.977,-43.643,140.997,high
Rosyln,"Bon Iver, St. Vincent",75,ambient,0.277,0.329,0.121,0.971,-13.111,159.719,high
Lights Are On,Tom Rosenthal,77,ambient,0.04,0.44,0.249,0.981,-16.887,135.965,high
Take Me To Church,Hozier,81,ambient,0.664,0.575,0.437,0.637,-5.303,129.071,high
cardigan,Taylor Swift,83,ambient,0.581,0.613,0.551,0.537,-8.588,130.033,high
Young And Beautiful,Lana Del Rey,83,ambient,0.416,0.324,0.151,0.262,-8.92,113.986,high
My Love Mine All Mine,Mitski,88,ambient,0.308,0.504,0.121,0.868,-14.958,113.95,high
idfc,blackbear,71,ambient,0.422,0.718,0.455,0.0764,-9.115,144.678,high
As the World Caves In,Matt Maltese,68,ambient,0.449,0.327,0.179,0.369,-5.362,123.969,high
The 30th,Billie Eilish,72,ambient,0.135,0.387,0.21,0.929,-14.398,82.987,high
Like Real People Do,Hozier,72,ambient,0.179,0.539,0.145,0.921,-14.33,140.01,high
Happiness is a butterfly,Lana Del Rey,73,ambient,0.119,0.467,0.156,0.969,-10.99,70.499,high
listen before i go,Billie Eilish,74,ambient,0.0561,0.319,0.082,0.935,-23.023,79.764,high
Astronomy,Conan Gray,72,ambient,0.343,0.474,0.152,0.578,-8.571,145.115,high
From the Dining Table,Harry Styles,69,ambient,0.156,0.671,0.201,0.804,-16.288,94.08,high
Getting Older,Billie Eilish,70,ambient,0.128,0.599,0.367,0.974,-17.261,159.679,high
rises the moon,Liana Flores,81,ambient,0.129,0.483,0.203,0.947,-20.149,137.35,high
ceilings,Lizzy McAlpine,80,ambient,0.322,0.516,0.261,0.473,-11.762,148.005,high
Sparks,Coldplay,85,ambient,0.268,0.371,0.165,0.748,-10.506,102.617,high
In My Room,Chance Peña,76,ambient,0.338,0.408,0.1,0.521,-13.626,133.943,high
Waiting Room,Phoebe Bridgers,75,ambient,0.289,0.531,0.12,0.339,-10.065,129.753,high
Chemtrails Over The Country Club,Lana Del Rey,79,ambient,0.276,0.334,0.429,0.877,-13.125,201.025,high
How to disappear,Lana Del Rey,70,ambient,0.304,0.538,0.065,0.613,-11.79,78.997,high
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),"Taylor Swift, Phoebe Bridgers",71,ambient,0.377,0.606,0.446,0.817,-9.455,101.96,high
State Lines,Novo Amor,73,ambient,0.31,0.509,0.151,0.959,-10.623,137.474,high
Where's My Love - Acoustic,SYML,72,ambient,0.225,0.554,0.221,0.892,-11.324,104.007,high
Apocalypse,Cigarettes After Sex,87,ambient,0.468,0.369,0.18,0.0205,-9.013,94.434,high
Anchor,Novo Amor,78,ambient,0.407,0.457,0.126,0.805,-11.475,117.053,high
Brooklyn Baby,Lana Del Rey,80,ambient,0.664,0.404,0.0949,0.542,-6.698,107.747,high
Would That I,Hozier,74,ambient,0.526,0.521,0.502,0.243,-6.032,130.694,high
lacy,Olivia Rodrigo,75,ambient,0.367,0.395,0.426,0.815,-7.653,77.968,high
Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,72,ambient,0.347,0.409,0.199,0.834,-8.159,141.332,high
Feels Like,Gracie Abrams,73,ambient,0.483,0.617,0.176,0.702,-7.359,144.99,high
Black Friday,Tom Odell,71,ambient,0.199,0.48,0.201,0.931,-12.398,165.476,high
Male Fantasy,Billie Eilish,70,ambient,0.288,0.687,0.308,0.863,-10.415,110.927,high
Cherry Wine - Live,Hozier,68,ambient,0.11,0.415,0.234,0.951,-14.901,81.876,high
We'll Never Have Sex,Leith Ross,68,ambient,0.0972,0.443,0.289,0.952,-16.496,86.686,high
Margaret (feat. Bleachers),"Lana Del Rey, Bleachers",78,ambient,0.245,0.34,0.192,0.969,-13.352,103.777,high
Miserable Man,David Kushner,68,ambient,0.348,0.631,0.32,0.926,-10.285,110.019,high
Halley's Comet,Billie Eilish,75,ambient,0.159,0.403,0.0381,0.961,-16.728,72.38,high
Did It Again,Lil Tecca,72,hip-hop,0.561,0.686,0.186,0.185,-9.929,148.775,high
