track_name,track_artist,track_popularity,playlist_genre,energy,danceability,valence,acousticness,loudness,tempo,popularity_tier
Dancing Thoughts,Lotus Vega,47,wellness,0.0155,0.152,0.0891,0.841,-37.541,135.482,low
Intergalactico,Universo,43,wellness,0.00024,0.193,0.0779,0.77,-37.46,68.518,low
Paisible,Pierrette Tremblay,49,wellness,0.131,0.193,0.0379,0.979,-25.534,76.125,low
Soundbed,Spring Euphemia,48,wellness,0.00159,0.137,0.0355,0.981,-38.056,142.127,low
Spectral Vibrations,Paulo May,48,wellness,0.00178,0.158,0.0378,0.995,-39.647,136.305,low
Natural Beauty,Luka Vida,44,wellness,0.00718,0.27,0.197,0.97,-19.105,74.412,low
Meteor 5,Modular 53,47,wellness,0.00109,0.0654,0.125,0.991,-46.556,70.223,low
Calming Eternity,Celestial Aura,43,wellness,0.00759,0.182,0.0338,0.932,-37.935,73.841,low
Melancholy,Jonas Sandberg,62,wellness,0.00184,0.175,0.147,0.994,-41.3,73.583,low
Metamorphic,Celestial Echoes,44,wellness,0.00229,0.15,0.113,0.985,-40.456,68.712,low
We Belong Here,Aaera Mio,47,wellness,0.00514,0.195,0.0944,0.965,-38.693,67.551,low
Soundscape lord,Anis Flashbacks,45,wellness,0.00125,0.208,0.112,0.991,-47.067,72.004,low
Sanyog,Aasmi Jayavant,45,wellness,0.00203,0.137,0.0968,0.904,-40.371,141.008,low
Serenede,myndstream,48,wellness,0.0058,0.158,0.0329,0.952,-36.471,109.481,low
Aurora's Embrace,Eternalistic,47,wellness,0.0123,0.1,0.0379,0.848,-31.38,89.764,low
Freedom Fighters,"Thomas Bergersen, Two Steps from Hell",52,classical,0.428,0.32,0.0382,0.00559,-12.204,119.985,low
Welcome To My Battlegrounds (Original),Tom Salta,39,classical,0.623,0.508,0.179,0.0773,-10.908,124.006,low
Road to Glory,Audiomachine,37,classical,0.718,0.409,0.419,0.574,-8.525,140.001,low
Live as Lions,"Glory Oath + Blood, Robert Leslie Bennett",34,classical,0.375,0.153,0.0785,0.0229,-12.276,104.682,low
Unstoppable,E.S. Posthumus,41,classical,0.542,0.341,0.0635,0.0794,-8.361,110.097,low
The Machination (ROGUE MIX),NINJA TRACKS,31,classical,0.742,0.0762,0.0625,0.0079,-7.642,62.192,low
Transformers Prime,"Brian Tyler, Transformers",46,classical,0.54,0.262,0.0506,0.877,-10.787,80.204,low
Dauntless,Audiomachine,39,classical,0.488,0.161,0.127,0.0589,-11.351,131.92,low
Liberators,Epic Score,49,classical,0.861,0.216,0.429,0.0082,-5.872,117.961,low
Earth’s Ambassadors,Michael Curran,31,classical,0.475,0.317,0.079,0.729,-10.762,140.035,low
A Way to Freedom,"Epic North, Peter Roe",31,classical,0.572,0.215,0.0862,0.0036,-7.539,89.956,low
Champion of the Radiant,Revolt Production Music,31,classical,0.682,0.364,0.188,0.094,-10.618,170.053,low
Spirit of Valour,"Gregory Tan, Atom Music Audio",28,classical,0.738,0.432,0.271,0.000275,-9.921,130.118,low
Blue Drift,Dwayne Ford,30,classical,0.625,0.303,0.12,0.171,-10.164,130.007,low
Icarus (feat. Julie Elven),"Iván Torrent, Julie Elven",42,classical,0.522,0.3,0.222,0.0473,-13.177,140.011,low
Wrath of the Righteous Main Theme,Dmitry V. Silantyev,31,classical,0.539,0.36,0.199,0.812,-13.352,109.769,low
Strength of a Thousand Men,"Thomas Bergersen, Two Steps from Hell",56,classical,0.906,0.478,0.59,0.0962,-6.781,140.021,low
See What I've Become,Zack Hemsey,51,classical,0.769,0.396,0.039,0.197,-9.445,128.325,low
Born a Legend,"Secession Studios, Greg Dombrowski",35,classical,0.519,0.379,0.197,0.0463,-12.058,94.922,low
Unforgiven,"Two Steps from Hell, Thomas Bergersen",38,classical,0.698,0.456,0.577,0.236,-8.403,109.95,low
Son of War,Audio Armoury,27,classical,0.562,0.43,0.325,0.0959,-11.001,147.025,low
A Legacy Uncovered,Icon,32,classical,0.417,0.223,0.0873,0.329,-10.799,85.823,low
Aeternum,"Ramin Djawadi, Brandon Campbell",26,classical,0.598,0.363,0.203,0.342,-11.384,139.843,low
The Dynasty,"Andreas Waldetoft, Paradox Interactive",30,classical,0.266,0.176,0.0577,0.951,-14.622,109.961,low
The Last of Us,Gustavo Santaolalla,60,gaming,0.467,0.587,0.353,0.867,-12.392,154.636,low
Ezio's Family,"Jesper Kyd, Assassin's Creed",60,gaming,0.344,0.375,0.106,0.81,-12.561,126.06,low
Dragonborn,Jeremy Soule,57,gaming,0.482,0.193,0.121,0.895,-13.311,66.771,low
Shared Vision,"Halo, Sean Callery, Colin Stetson",28,gaming,0.223,0.128,0.0372,0.667,-16.005,145.522,low
God of War II - Main Titles,Gerard Marino,41,gaming,0.54,0.322,0.311,0.765,-6.223,99.936,low
Sweden,C418,67,gaming,0.01,0.642,0.197,0.992,-25.164,87.971,low
You Are The Resistance,Boris Salchow,20,gaming,0.345,0.236,0.253,0.79,-18.893,103.206,low
The Rebel Path,P.T. Adamczyk,58,gaming,0.571,0.413,0.338,0.00236,-7.329,89.982,low
Defying the Odds,Justin Burnett,32,gaming,0.516,0.562,0.18,0.312,-11.84,80.046,low
Burning Skies,"Kevin Riepl, Jason Graves",20,gaming,0.254,0.155,0.0397,0.835,-11.739,80.645,low
Race To Destruction,Brain,31,gaming,0.937,0.561,0.607,2.04e-05,-5.051,114.996,low
"Secunda (Transcr. Trifonov for Piano) - From ""The Elder Scrolls: Skyrim""","Jeremy Soule, Daniil Trifonov",52,gaming,0.00229,0.25,0.105,0.995,-40.887,66.833,low
Divine Overture (Main Theme),Stephen Barton,31,gaming,0.601,0.419,0.187,0.0472,-12.041,121.86,low
Mirage Theme - From Assassin's Creed Mirage,"Brendan Angelides, Assassin's Creed, Layth Sidiq",34,gaming,0.348,0.181,0.0561,0.11,-12.796,69.386,low
Enthroned on Mount Olympus,Winifred Phillips,32,gaming,0.132,0.171,0.0356,0.873,-22.437,115.897,low
Into the Starfield (Main Theme),Inon Zur,36,gaming,0.334,0.209,0.0383,0.729,-15.702,79.91,low
The Lost Crown (Prince of Persia),"2WEI, Joznez, Kataem",42,gaming,0.738,0.551,0.39,0.117,-7.695,143.861,low
Emmett's Theme,Christopher Lennertz,29,gaming,0.544,0.216,0.429,0.501,-10.725,75.198,low
Elden Ring,Tsukasa Saitoh,21,gaming,0.541,0.251,0.078,0.00825,-14.774,76.519,low
Greater Together (Album Version),"John Paesano, Ben Billions",42,gaming,0.539,0.473,0.214,0.229,-12.547,119.963,low
The Fallen Brother,Gerard Marino,30,gaming,0.262,0.134,0.0702,0.97,-19.802,86.159,low
Fields of Dusk - Orchestral Version,TATRAN,35,gaming,0.267,0.262,0.0648,0.623,-18.461,103.837,low
Astro,Kenneth C M Young,39,gaming,0.834,0.613,0.791,0.000599,-8.122,102.021,low
Assassin's Creed IV Black Flag Main Theme,"Brian Tyler, Assassin's Creed",53,gaming,0.621,0.32,0.319,0.0429,-12.207,128.025,low
"Overture to the Unwritten (from ""Hogwarts Legacy"")","chuck e. myers 'sea', J Scott Rakozy, Peter Murray, Hogwarts Legacy",37,gaming,0.337,0.215,0.0369,0.868,-12.91,74.02,low
Fontaine,HOYO-MiX,49,gaming,0.249,0.175,0.118,0.917,-14.043,180.186,low
Force Projection,P.T. Adamczyk,46,gaming,0.947,0.485,0.511,6.63e-05,-9.425,150.059,low
The Last of Us Part II,Gustavo Santaolalla,48,gaming,0.0457,0.451,0.128,0.904,-18.026,128.594,low
Arkham City Main Theme,Nick Arundel,46,gaming,0.535,0.219,0.0788,0.449,-13.862,94.965,low
New York's Only Spider-Man,John Paesano,40,gaming,0.608,0.463,0.284,0.243,-11.931,158.641,low
The First Hunter,SIE Sound Team,47,gaming,0.353,0.1,0.0399,0.2,-11.679,79.416,low
The Streets of Whiterun,Jeremy Soule,59,gaming,0.186,0.0664,0.0363,0.943,-17.679,72.162,low
The Way of the Ghost,Ilan Eshkeri,43,gaming,0.162,0.171,0.0368,0.709,-15.387,114.473,low
In the Woods Somewhere,Hozier,53,ambient,0.426,0.354,0.185,0.782,-8.704,98.062,low
When the Night is Over,Lord Huron,58,ambient,0.413,0.686,0.595,0.103,-6.332,95.989,low
Persephone,The Tragic Thrills,33,ambient,0.125,0.466,0.108,0.708,-11.579,106.107,low
Good Place,Kathleen Regan,33,ambient,0.256,0.542,0.334,0.903,-15.161,79.81,low
Please Don't Go,Abbey Glover,38,ambient,0.318,0.478,0.192,0.197,-16.528,137.983,low
Writer In The Dark,Lorde,61,ambient,0.271,0.325,0.279,0.73,-8.069,71.855,low
toler,kaido,29,ambient,0.433,0.284,0.193,0.742,-10.01,179.789,low
NFWMB,Hozier,44,ambient,0.373,0.391,0.347,0.894,-12.171,175.854,low
Novels,Rusty Clanton,36,ambient,0.281,0.516,0.152,0.172,-10.991,131.039,low
Scared of You,"Bobby, I Miss You",39,ambient,0.36,0.454,0.26,0.969,-14.11,95.204,low
Every Breath You Take,Chase Holfelder,40,ambient,0.429,0.338,0.167,0.103,-8.517,146.054,low
Whitacre: The Seal Lullaby,"Eric Whitacre, Eric Whitacre Singers",44,classical,0.0218,0.104,0.0664,0.988,-29.785,72.808,low
The Road Home,"Stephen Paulus, Conspirare, Craig Hella Johnson",39,classical,0.0539,0.196,0.0482,0.993,-28.217,132.747,low
Nimrod (Lux Aeterna),"Edward Elgar, VOCES8",42,classical,0.0949,0.178,0.0366,0.993,-21.002,77.314,low
"Requiem in D Minor, K .626: III. Sequentia: 6. Lacrimosa - Amen, appendix","Wolfgang Amadeus Mozart, Franz Xaver Süssmayr, Ensemble Pygmalion, Raphael Pichon",37,classical,0.0846,0.0902,0.0345,0.946,-20.056,78.633,low
Media Vita,"Kerensa Briggs, Anna Lapwood, The Chapel Choir of Pembroke College, Cambridge",35,classical,0.0759,0.137,0.0363,0.975,-25.74,142.767,low
Versa est in luctum,"Alonso Lobo, Tenebrae, Nigel Short",35,classical,0.118,0.155,0.0386,0.995,-22.038,135.276,low
La Kanteletar: I. Herkä neito,"Veljo Tormis, Mikrokosmos, Loïc Pierre",32,classical,0.0151,0.2,0.0656,0.991,-35.53,68.649,low
Upon Your Heart,"Eleanor Daley, The Chapel Choir of Pembroke College, Cambridge, The Pembroke College Girls’ Choir, Anna Lapwood",33,classical,0.115,0.123,0.0389,0.987,-22.439,70.782,low
The Day Is Done (2006),"Stephen Paulus, Stephen Layton, The Choir Of Trinity College, Cambridge",28,classical,0.0422,0.156,0.0392,0.985,-28.174,134.837,low
Fljótavík (Arr. Lawson for Ensemble),"Jónsi, Georg Holm, Kjartan Sveinsson, Orri Pall Dyrason, VOCES8, Thomas Gould, Emma Denton, Sam Becker",32,classical,0.0476,0.162,0.0538,0.941,-24.307,131.97,low
Avinu Malkeinu (Arr. Clements for Cello & Vocal Ensemble),"Max Janowski, Sheku Kanneh-Mason, VOCES8",30,classical,0.104,0.164,0.0461,0.977,-21.526,132.766,low
Stopping by Woods on a Snowy Evening,"Rebecca Dale, Robert Frost, Tenebrae, Nigel Short",28,classical,0.0611,0.0873,0.0344,0.994,-24.177,79.45,low
"Veris gratia, Op. 6: VII. Hymn to Cypris","Kenneth Leighton, David Cuthbert, The Choir of The Queen's College Oxford, Owen Rees, Britten Sinfonia",19,classical,0.105,0.128,0.0406,0.973,-21.612,74.721,low
Psalm 22.21,"jung jaeil, VOCES8",30,classical,0.00683,0.191,0.0359,0.99,-33.714,73.135,low
Seek Him That Maketh The Seven Stars,"Jonathan Dove, The Choir of Magdalen College, Oxford, Edward Byrne, Mark Williams",18,classical,0.17,0.208,0.038,0.948,-21.811,128.137,low
Now Sleeps The Crimson Petal (Four Madrigals On Rose Texts): Now Sleeps The Crimson Petal,"Paul Mealor, Tenebrae, Nigel Short",34,classical,0.0144,0.161,0.0336,0.986,-30.883,82.646,low
Dreamweaver: 1. Prologue,"Ola Gjeilo, The Choir of Royal Holloway, Royal Philharmonic Orchestra, Rupert Gough",28,classical,0.105,0.196,0.0731,0.986,-23.818,122.977,low
Whilst Great Is Our Poverty,"Cyrillus Kreek, Traditional, Anna-Liisa Eller, Angela Ambrosini, Marco Ambrosini, Vox Clamantis, Jaan-Eik Tulve",27,classical,0.0746,0.0816,0.036,0.989,-25.357,75.575,low
Shenandoah,"Traditional, Westminster Choir, James Jordan, Gregory Stout",32,classical,0.0286,0.111,0.0334,0.991,-30.35,87.516,low
Only in Sleep,"Ēriks Ešenvalds, Stephen Layton, The Choir Of Trinity College, Cambridge",31,classical,0.0997,0.14,0.0465,0.989,-24.394,71.775,low
"Heyr, himna smiður","Härlanda Chamber Choir, David Molin",27,classical,0.105,0.134,0.0388,0.994,-25.24,81.11,low
There Will Come Soft Rains,"Ēriks Ešenvalds, The Pacific Lutheran Choir Of The West, Richard Nance",29,classical,0.0768,0.187,0.0387,0.98,-23.199,123.193,low
The Promised Light of Life,"Cheryl Frances-Hoad, Owain Park, The Gesualdo Six",25,classical,0.0301,0.149,0.0342,0.968,-25.001,104.157,low
Stardust,"Taylor Scott Davis, VOCES8",35,classical,0.0293,0.064,0.0322,0.986,-24.309,57.809,low
L'Amour,"WUULA, Dr Feel",36,electronic,0.933,0.816,0.763,0.0181,-6.973,122.003,low
Nomathemba - Enoo Napa Remix,"FiNE, Lizwi, Enoo Napa",24,electronic,0.766,0.718,0.286,0.00302,-7.737,118.997,low
Kolwa,"Euggy, Suraj, Mumba Yachi",22,electronic,0.7,0.691,0.0569,0.135,-9.648,120.019,low
Hajikwai,"Naarly, Thabza De Soul, Idd Aziz",37,electronic,0.751,0.872,0.0762,0.19,-8.339,122.062,low
Sina,"Lakwister, Aweko Brian, Moses rallo",15,electronic,0.822,0.704,0.714,0.000425,-9.628,121.996,low
Moors,Drumetic Boyz,19,electronic,0.739,0.635,0.536,0.000224,-8.897,123.024,low
Letha,"Thandi Draai, Dj Beekay",19,electronic,0.706,0.533,0.245,0.0229,-8.968,119.98,low
Space Fair,"Hanna Haïs, KingDonna",23,electronic,0.895,0.613,0.0438,0.0106,-7.223,119.997,low
Nomvula (feat. Nia Pearl & Bontle Smith),"Citizen Deep, Nia Pearl, Bontle Smith",29,electronic,0.689,0.791,0.578,0.111,-9.959,118.009,low
Don't Give Up,Afro Swanky,17,electronic,0.784,0.425,0.549,0.185,-11.272,149.61,low
Tsoang Tsoang - Remix,"DJ Leo Cris, Dr. Victor",14,electronic,0.799,0.772,0.157,0.00128,-7.74,121.011,low
Udokotela,Muzari,20,electronic,0.817,0.762,0.653,0.00271,-11.339,116.007,low
FIND A WAY,"NAAK, Atmos Blaq",25,electronic,0.643,0.409,0.323,0.323,-8.591,147.247,low
let it breathe (feat. Roddy Ricch),"Gunna, Roddy Ricch",66,hip-hop,0.728,0.788,0.287,0.17,-3.765,153.07,low
Goddard Song,Lil Uzi Vert,66,hip-hop,0.729,0.602,0.302,0.084,-5.306,124.013,low
Topanga,Trippie Redd,65,hip-hop,0.616,0.753,0.0388,0.00583,-8.245,105.952,low
WRONG (feat. Lil Mosey),"The Kid LAROI, Lil Mosey",58,hip-hop,0.768,0.389,0.334,0.038,-4.765,90.146,low
Hard Work Pays Off,"Future, Juice WRLD",60,hip-hop,0.482,0.736,0.608,0.327,-8.242,140.064,low
ALWAYS,YOON MIRAE,60,korean,0.604,0.41,0.28,0.777,-3.453,128.845,low
Beautiful,Crush,65,korean,0.41,0.416,0.219,0.843,-6.146,110.252,low
Say Yes,"Loco, Punch",67,korean,0.778,0.696,0.41,0.352,-4.653,94.996,low
Everytime,"CHEN, Punch",64,korean,0.736,0.514,0.495,0.483,-4.364,90.002,low
With you,"Jimin, HA SUNG WOON",64,korean,0.426,0.532,0.137,0.639,-6.117,149.898,low
Love Me Like That,Sam Kim,63,korean,0.294,0.59,0.461,0.854,-8.125,87.895,low
You Are My Everything,Gummy,61,korean,0.499,0.343,0.104,0.665,-5.121,131.076,low
I Will Go To You Like the First Snow,AILEE,63,korean,0.431,0.497,0.167,0.66,-4.755,133.675,low
This Love,DAVICHI,62,korean,0.446,0.406,0.214,0.739,-4.306,138.66,low
Like A Dream,MINNIE,61,korean,0.517,0.539,0.217,0.321,-5.244,132.319,low
Run Run,ECLIPSE,60,korean,0.817,0.604,0.625,0.016,-3.24,131.985,low
Your Existence,Wonstein,60,korean,0.603,0.418,0.657,0.536,-9.379,100.171,low
For You,"CHEN, BAEKHYUN, XIUMIN",59,korean,0.838,0.533,0.449,0.102,-3.723,75.021,low
I Miss You,SOYOU,59,korean,0.344,0.482,0.211,0.901,-6.002,133.499,low
Descendants Of The Sun (Original Television Soundtrack) Pt.6 - Talk Love,K.Will,58,korean,0.834,0.603,0.555,0.353,-2.339,102.038,low
Good Person (2022),HAECHAN,58,korean,0.366,0.565,0.385,0.657,-8.611,81.943,low
If It Is You,Jung Seung Hwan,58,korean,0.515,0.387,0.199,0.686,-5.529,135.221,low
Round And Round,"HEIZE, Han Suji",56,korean,0.687,0.604,0.504,0.757,-5.13,119.992,low
Stand By Me,SHINee,56,korean,0.839,0.756,0.702,0.193,-3.994,110.989,low
MY LOVE,LeeHi,56,korean,0.343,0.375,0.158,0.859,-7.224,121.879,low
Can You Hear My Heart (feat. LEE HI),"Epik High, LeeHi",56,korean,0.592,0.694,0.305,0.742,-6.406,95.047,low
"Very, Slowly",BIBI,55,korean,0.423,0.528,0.249,0.678,-7.381,135.917,low
Breath,Sam Kim,55,korean,0.501,0.642,0.298,0.837,-6.643,122.973,low
Here Always,Seungmin,55,korean,0.39,0.573,0.118,0.345,-8.017,82.035,low
Starlight,TAEIL,55,korean,0.735,0.643,0.502,0.0786,-3.703,111.961,low
Tus Ojos,Los Cafres,66,world,0.48,0.853,0.815,0.0234,-9.052,92.157,low
Confianza,Micro TDH,66,world,0.515,0.669,0.289,0.746,-6.064,169.874,low
Hablar de Ti,Gepe,64,world,0.487,0.592,0.638,0.485,-9.052,170.285,low
Lo Que Hoy Quieras,Koino Yokan,64,world,0.434,0.851,0.926,0.52,-9.551,80.015,low
Mi Balcon,"Vicente Garcia, Cultura Profética",58,world,0.559,0.835,0.751,0.202,-8.09,126.046,low
Runaway,"Los Pericos, The Original Wailers",58,world,0.731,0.676,0.812,0.0438,-5.253,150.151,low
Decide Tú,Dread Mar I,58,world,0.448,0.789,0.727,0.126,-7.514,145.997,low
Sin Ti,King Chango,58,world,0.529,0.725,0.6,0.0908,-5.565,144.707,low
Casi q' me pierdo,Los Cafres,63,world,0.638,0.697,0.598,0.0216,-5.246,165.929,low
Caney,"Rawayana, Jambene",56,world,0.731,0.543,0.636,0.257,-6.736,85.183,low
BSOS,Mora Navarro,27,world,0.647,0.732,0.82,0.654,-7.031,149.877,low
Por el Bien de los Dos,Abril Olivera,31,world,0.324,0.881,0.78,0.353,-10.11,95.961,low
Verte,"Nicki Nicole, Dread Mar I, Bizarrap",56,world,0.668,0.773,0.741,0.374,-4.254,150.043,low
Anónimos (feat. Carla Morrison),"Los Pericos, Carla Morrison",54,world,0.603,0.717,0.808,0.277,-7.108,144.018,low
San Bá,Vicente Garcia,54,world,0.687,0.883,0.716,0.647,-7.862,126.956,low
Fugaz,Connie Isla,18,world,0.614,0.72,0.53,0.142,-7.877,105.071,low
Porque Yo,"Pahua, Eva de Marce",34,world,0.815,0.751,0.52,0.345,-6.996,93.984,low
Isla del Ritmo,Ritmo Machine,24,world,0.702,0.77,0.536,0.434,-7.898,97.514,low
Una Cumbia Triste,Rels B,53,world,0.785,0.781,0.644,0.264,-6.773,91.986,low
9 to 5,The Mayries,34,folk,0.21,0.514,0.38,0.903,-15.23,147.92,low
Cult to A Saint,"Rhys, AKA lisa",43,folk,0.342,0.478,0.206,0.871,-13.648,87.479,low
"I Miss You, I Do",Arny Margret,34,folk,0.254,0.504,0.388,0.886,-12.507,143.916,low
i don’t know what i saw in you,Malen,30,folk,0.23,0.754,0.418,0.693,-13.228,87.492,low
The Speed of Life,Malin Pettersen,29,folk,0.0697,0.528,0.25,0.921,-11.051,75.447,low
Flowers at a Funeral,NOEL,34,folk,0.55,0.534,0.434,0.188,-8.047,143.885,low
codepending,AKA lisa,31,folk,0.426,0.618,0.173,0.723,-12.846,137.989,low
Turning Onto You,First Aid Kit,30,folk,0.634,0.558,0.796,0.114,-5.629,159.896,low
Beautiful Woman,Sarah Klang,42,folk,0.226,0.507,0.246,0.804,-11.126,131.052,low
I Let the Good Ones Go,Smith & Thell,36,folk,0.782,0.418,0.173,0.59,-5.281,173.582,low
Bloom,Alexander Grandjean,14,folk,0.337,0.565,0.35,0.919,-10.716,90.007,low
Love Songs,Emmelie de Forest,26,folk,0.443,0.472,0.148,0.767,-8.325,114.735,low
Animal,Oklahoma,29,folk,0.484,0.525,0.247,0.587,-10.562,87.993,low
anywhere,Malen,44,folk,0.355,0.64,0.306,0.808,-12.288,157.959,low
Fear/Hope,Malin Pettersen,28,folk,0.101,0.568,0.309,0.899,-10.487,75.478,low
Atmosphere,Crying Day Care Choir,28,folk,0.439,0.698,0.33,0.343,-9.737,116.143,low
For What We Love,"Gunnhild Sundli, Ski-VM Trondheim 2025",27,folk,0.707,0.414,0.273,0.0264,-4.651,119.946,low
JUBA,Anendlessocean,50,gospel,0.717,0.704,0.394,0.333,-5.831,130.004,low
E Dey Flow,"Moses Bliss, Neeja, Ajay Asika, Festizie, S.O.N Music, Chizie",56,gospel,0.765,0.782,0.771,0.714,-5.309,112.972,low
Big God,"Tim Godfrey, Fearless Community, Anderson",52,gospel,0.941,0.701,0.72,0.0249,-5.114,117.978,low
Holy Spirit,Sunmisola Agbebi,47,gospel,0.543,0.33,0.241,0.0983,-8.617,143.869,low
You Are Great,"Moses Bliss, Festizie, Chizie, Neeja, S.O.N Music, Ajay Asika",59,gospel,0.85,0.64,0.698,0.1,-5.519,118.174,low
Defe Defe,Team Eternity Ghana,55,gospel,0.81,0.517,0.301,0.0806,-6.569,139.892,low
Calling My Name (I'm A Soldier) - Live,Ebuka Songs,54,gospel,0.79,0.392,0.305,0.00662,-5.402,126.993,low
Kumama Papa,"Grace Lokwa, Moses Bliss, Prinx Emmanuel",55,gospel,0.624,0.464,0.481,0.83,-4.771,143.853,low
E Ti Tobi to (Live),"EmmaOMG, The OhEmGee Choir, Pelumi Deborah, BBO",51,gospel,0.781,0.465,0.659,0.386,-7.564,72.397,low
Darling Jesus,"S.O.N Music, Neeja",57,gospel,0.688,0.772,0.785,0.201,-9.39,112.891,low
B'Ola - Honour,Sunmisola Agbebi,53,gospel,0.555,0.303,0.284,0.736,-4.734,148.166,low
Worthy of My Praise,"Dunsin Oyekan, Lawrence Oyor",56,gospel,0.82,0.422,0.331,0.00432,-5.148,144.058,low
Gratitude,Anendlessocean,52,gospel,0.524,0.579,0.787,0.296,-7.764,81.999,low
Look what you've done,Greatman Takit,42,gospel,0.61,0.313,0.273,0.295,-9.305,139.456,low
Yeshua - Live,Jesus Image,58,gospel,0.534,0.168,0.115,0.115,-7.976,137.092,low
Worship Medley I,Okunade Adedeji,36,gospel,0.713,0.419,0.396,0.465,-8.021,153.999,low
Another One (feat. Chris Brown),"Elevation Worship, Chris Brown",54,gospel,0.754,0.43,0.12,0.00463,-7.088,137.762,low
PRAYER (ADURA),Biola Yakubu,33,gospel,0.642,0.53,0.387,0.171,-7.103,149.791,low
Bigger - odogwu,Prinx Emmanuel,48,gospel,0.525,0.858,0.469,0.616,-13.455,112.944,low
Worship Medley II,Okunade Adedeji,32,gospel,0.742,0.333,0.389,0.109,-9.271,159.983,low
In The Room (feat. Tasha Cobbs Leonard),"Maverick City Music, Naomi Raine, Chandler Moore, Tasha Cobbs Leonard",44,gospel,0.829,0.472,0.342,0.0991,-4.615,103.792,low
Turn It Up / No Longer a Slave / Made a Way / Ekwueme (Medley) [Live],Big Bolaji,31,gospel,0.836,0.656,0.612,0.0186,-4.44,130.627,low
Praise Combo,Olamilekan Akamo,30,gospel,0.898,0.779,0.675,0.022,-4.589,132.027,low
Altar (Hosanna),"Oba Reengy, Limoblaze, Gaise Baba",41,gospel,0.785,0.718,0.471,0.118,-8.343,113.012,low
Praise Fest 1.0,Blessing Lopez,37,gospel,0.897,0.725,0.707,0.487,-3.521,124.92,low
Today,Ibquake,33,gospel,0.477,0.651,0.263,0.682,-12.015,69.982,low
Kelechi,Mazi Floss,28,gospel,0.81,0.682,0.867,0.235,-5.25,93.068,low
Oil on My Head,Eben,50,gospel,0.929,0.813,0.855,0.156,-4.813,127.003,low
"My Daddy, My Daddy - Live at AiiiH - As It Is In Heaven","Sunmisola Agbebi, Lawrence Oyor",46,gospel,0.604,0.264,0.155,0.0221,-6.828,125.085,low
OLÙGBÈJÀ,"Veekee James, Shallom Matthew, OBA",37,gospel,0.802,0.26,0.377,0.013,-5.649,80.872,low
I Get Backing,Victoria Orenze,50,gospel,0.86,0.4,0.434,0.139,-4.899,143.586,low
Ifunanya,"Prinx Emmanuel, Limoblaze",43,gospel,0.496,0.591,0.295,0.501,-8.431,89.853,low
Obinasom,Mercy Chinwo,48,gospel,0.641,0.509,0.44,0.455,-4.837,80.052,low
"Breathe (feat. Jonathan McReynolds, DOE & Mav City Gospel Choir) - Studio Version","Maverick City Music, Chandler Moore, Jonathan McReynolds, DOE, Mav City Gospel Choir",47,gospel,0.612,0.311,0.117,0.00377,-5.944,148.008,low
Daaku,"Young Stunners, Bohemia",17,hip-hop,0.868,0.777,0.486,0.381,-6.726,127.939,low
Joota Japani,"KR$NA, Mukesh, Shankar Jaikishan",41,hip-hop,0.864,0.787,0.877,0.232,-4.665,129.933,low
3:59 AM,DIVINE,62,hip-hop,0.588,0.669,0.237,0.177,-6.902,97.026,low
Payal,"Yo Yo Honey Singh, Paradox",66,hip-hop,0.663,0.819,0.736,0.643,-6.976,98.022,low
Khatta Flow,"Seedhe Maut, KR$NA",61,hip-hop,0.737,0.858,0.717,0.284,-7.077,140.055,low
Illegal,Dhanda Nyoliwala,60,hip-hop,0.703,0.816,0.591,0.121,-7.642,90.012,low
I Guess,KR$NA,59,hip-hop,0.905,0.83,0.926,0.172,-5.018,137.953,low
Murder,"Real Boss, BIG KAY SMG",65,hip-hop,0.568,0.928,0.513,0.182,-4.022,95.251,low
100 Million,"DIVINE, Karan Aujla",58,hip-hop,0.837,0.598,0.893,0.185,-4.83,85.075,low
12 Bande,Varinder Brar,67,hip-hop,0.693,0.706,0.838,0.0123,-5.502,141.794,low
love lost,"Umair, Talha Anjum",64,hip-hop,0.46,0.636,0.474,0.745,-8.036,149.909,low
Afsanay,"Young Stunners, Talha Anjum, Talhah Yunus",62,hip-hop,0.456,0.816,0.534,0.529,-8.281,95.992,low
Laado,"MC SQUARE, Hiten",62,hip-hop,0.548,0.871,0.652,0.669,-8.912,129.972,low
Downers At Dusk,"Talha Anjum, Umair",59,hip-hop,0.447,0.856,0.391,0.744,-7.86,120.069,low
Ektarfa,King,60,hip-hop,0.472,0.748,0.364,0.596,-9.266,149.97,low
Drippy,"Sidhu Moose Wala, Mxrci, AR Paisley",64,hip-hop,0.644,0.749,0.446,0.0435,-6.558,150.015,low
Takeover,"AP Dhillon, Gurinder Gill, Money Musik, AR Paisley",58,hip-hop,0.752,0.788,0.236,0.0711,-3.823,140.032,low
Haryana Hood,Irshad Khan,65,hip-hop,0.622,0.715,0.644,0.237,-6.318,144.005,low
Rubicon Drill,"Laddi Chahal, Parmish Verma, Gurlez Akhtar",67,hip-hop,0.745,0.868,0.762,0.187,-5.82,139.9,low
Kaun Talha,"Talha Anjum, Umair",58,hip-hop,0.558,0.683,0.362,0.0561,-7.947,112.617,low
An Irish Pub Song,The Rumjacks,50,punk,0.848,0.63,0.738,0.075,-3.463,147.009,low
What's Left of the Flag,Flogging Molly,49,punk,0.957,0.209,0.578,0.00306,-4.336,155.06,low
